day,population,activities,time,time_in_minutes
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Outdoor activities ,3:59,239
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Hobbies and games,1:33,93
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Arts,1:30,90
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Collecting,,
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Computing,1:15,75
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Games,1:31,91
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Media,2:52,172
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Reading,1:16,76
Year 2014_Sunday,Two or more adults and at least one child (<18 years)," TV, video and dvd",2:40,160
Year 2014_Sunday,Two or more adults and at least one child (<18 years)," Listening to radio, music",1:03,63
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Travel,1:25,85
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Travel related to eating,0:37,37
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Travel to/from work,1:01,61
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Travel related to study,,
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Travel related to household care,0:48,48
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Travel related to voluntary work and meetings ,0:39,39
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Travel related to social life,1:13,73
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Travel related to sports,1:01,61
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Travel related to changing locality,1:00,60
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Personal care,13:36,816
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Sleep,10:27,627
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Eating,2:14,134
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Other personal care,0:57,57
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Employment,4:43,283
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Main job,4:45,285
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Job seeking,2:50,170
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Second job,,
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Study,2:45,165
Year 2014_Sunday,"Two or more adults, no children (<18 years)", School or university,,
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Homework,3:58,238
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Free time study,0:50,50
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Household and family care,3:03,183
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Food management,1:26,86
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Household upkeep,0:51,51
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Making and care for textiles,0:58,58
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Gardening and pet care,1:34,94
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Construction and repairs,1:33,93
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Shopping and services (excluding online services),0:54,54
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Household management (excluding online services),1:02,62
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Childcare (less than 17 years) ,,
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Help to an adult household member ,1:20,80
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Voluntary work and meetings,1:38,98
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Organisational work ,2:08,128
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Informal help to other households,2:03,123
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Participatory activities,1:16,76
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Social life and entertainment  ,1:55,115
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Sociability,1:01,61
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Visiting and receiving visitors,1:40,100
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Culture,2:15,135
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Entertainment ,1:53,113
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Resting — Time out,0:35,35
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Sports and outdoor activities ,2:18,138
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Sports,2:19,139
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Outdoor activities ,1:50,110
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Hobbies and games,1:44,104
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Arts,1:22,82
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Collecting,,
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Computing,1:28,88
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Games,1:51,111
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Media,3:28,208
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Reading,1:02,62
Year 2014_Sunday,"Two or more adults, no children (<18 years)"," TV, video and dvd",3:19,199
Year 2014_Sunday,"Two or more adults, no children (<18 years)"," Listening to radio, music",0:32,32
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Travel,1:27,87
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Travel related to eating,0:50,50
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Travel to/from work,0:41,41
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Travel related to study,,
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Travel related to household care,0:42,42
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Travel related to voluntary work and meetings ,1:09,69
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Travel related to social life,1:06,66
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Travel related to sports,0:48,48
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Travel related to changing locality,1:55,115
Year 2014_Sunday,Population in employment,Personal care,13:14,794
Year 2014_Sunday,Population in employment,Sleep,10:08,608
Year 2014_Sunday,Population in employment,Eating,2:12,132
Year 2014_Sunday,Population in employment,Other personal care,0:56,56
Year 2014_Sunday,Population in employment,Employment,5:07,307
Year 2014_Sunday,Population in employment, Main job,5:08,308
Year 2014_Sunday,Population in employment, Job seeking,,
Year 2014_Sunday,Population in employment, Second job,4:18,258
Year 2014_Sunday,Population in employment,Study,1:13,73
Year 2014_Sunday,Population in employment, School or university,,
Year 2014_Sunday,Population in employment, Homework,1:18,78
Year 2014_Sunday,Population in employment, Free time study,1:08,68
Year 2014_Sunday,Population in employment,Household and family care,3:17,197
Year 2014_Sunday,Population in employment, Food management,1:18,78
Year 2014_Sunday,Population in employment, Household upkeep,0:55,55
Year 2014_Sunday,Population in employment, Making and care for textiles,0:59,59
Year 2014_Sunday,Population in employment, Gardening and pet care,1:27,87
Year 2014_Sunday,Population in employment, Construction and repairs,1:58,118
Year 2014_Sunday,Population in employment, Shopping and services (excluding online services),0:48,48
Year 2014_Sunday,Population in employment, Household management (excluding online services),1:01,61
Year 2014_Sunday,Population in employment, Childcare (less than 17 years) ,2:00,120
Year 2014_Sunday,Population in employment, Help to an adult household member ,1:02,62
Year 2014_Sunday,Population in employment,Voluntary work and meetings,1:26,86
Year 2014_Sunday,Population in employment, Organisational work ,2:03,123
Year 2014_Sunday,Population in employment, Informal help to other households,1:52,112
Year 2014_Sunday,Population in employment,Participatory activities,1:07,67
Year 2014_Sunday,Population in employment,Social life and entertainment  ,2:04,124
Year 2014_Sunday,Population in employment, Sociability,0:56,56
Year 2014_Sunday,Population in employment, Visiting and receiving visitors,1:46,106
Year 2014_Sunday,Population in employment, Culture,2:07,127
Year 2014_Sunday,Population in employment, Entertainment ,2:14,134
Year 2014_Sunday,Population in employment, Resting — Time out,0:30,30
Year 2014_Sunday,Population in employment,Sports and outdoor activities ,2:15,135
Year 2014_Sunday,Population in employment, Sports,2:12,132
Year 2014_Sunday,Population in employment,Outdoor activities ,3:49,229
Year 2014_Sunday,Population in employment,Hobbies and games,1:43,103
Year 2014_Sunday,Population in employment, Arts,1:43,103
Year 2014_Sunday,Population in employment, Collecting,,
Year 2014_Sunday,Population in employment, Computing,1:25,85
Year 2014_Sunday,Population in employment, Games,1:46,106
Year 2014_Sunday,Population in employment,Media,3:05,185
Year 2014_Sunday,Population in employment, Reading,1:11,71
Year 2014_Sunday,Population in employment," TV, video and dvd",2:51,171
Year 2014_Sunday,Population in employment," Listening to radio, music",0:32,32
Year 2014_Sunday,Population in employment,Travel,1:27,87
Year 2014_Sunday,Population in employment, Travel related to eating,0:42,42
Year 2014_Sunday,Population in employment, Travel to/from work,0:52,52
Year 2014_Sunday,Population in employment, Travel related to study,0:40,40
Year 2014_Sunday,Population in employment, Travel related to household care,0:45,45
Year 2014_Sunday,Population in employment, Travel related to voluntary work and meetings ,0:48,48
Year 2014_Sunday,Population in employment, Travel related to social life,1:10,70
Year 2014_Sunday,Population in employment, Travel related to sports,0:53,53
Year 2014_Sunday,Population in employment, Travel related to changing locality,2:20,140
Year 2014_Sunday,Retired,Personal care,12:49,769
Year 2014_Sunday,Retired,Sleep,9:38,578
Year 2014_Sunday,Retired,Eating,2:18,138
Year 2014_Sunday,Retired,Other personal care,0:53,53
Year 2014_Sunday,Retired,Employment,,
Year 2014_Sunday,Retired, Main job,,
Year 2014_Sunday,Retired, Job seeking,,
Year 2014_Sunday,Retired, Second job,,
Year 2014_Sunday,Retired,Study,,
Year 2014_Sunday,Retired, School or university,,
Year 2014_Sunday,Retired, Homework,,
Year 2014_Sunday,Retired, Free time study,,
Year 2014_Sunday,Retired,Household and family care,2:24,144
Year 2014_Sunday,Retired, Food management,1:10,70
Year 2014_Sunday,Retired, Household upkeep,0:52,52
Year 2014_Sunday,Retired, Making and care for textiles,0:49,49
Year 2014_Sunday,Retired, Gardening and pet care,1:11,71
Year 2014_Sunday,Retired, Construction and repairs,1:03,63
Year 2014_Sunday,Retired, Shopping and services (excluding online services),0:55,55
Year 2014_Sunday,Retired, Household management (excluding online services),1:10,70
Year 2014_Sunday,Retired, Childcare (less than 17 years) ,1:13,73
Year 2014_Sunday,Retired, Help to an adult household member ,,
Year 2014_Sunday,Retired,Voluntary work and meetings,1:42,102
Year 2014_Sunday,Retired, Organisational work ,3:31,211
Year 2014_Sunday,Retired, Informal help to other households,1:28,88
Year 2014_Sunday,Retired,Participatory activities,1:21,81
Year 2014_Sunday,Retired,Social life and entertainment  ,2:17,137
Year 2014_Sunday,Retired, Sociability,0:54,54
Year 2014_Sunday,Retired, Visiting and receiving visitors,2:25,145
Year 2014_Sunday,Retired, Culture,3:01,181
Year 2014_Sunday,Retired, Entertainment ,2:01,121
Year 2014_Sunday,Retired, Resting — Time out,0:46,46
Year 2014_Sunday,Retired,Sports and outdoor activities ,1:54,114
Year 2014_Sunday,Retired, Sports,1:52,112
Year 2014_Sunday,Retired,Outdoor activities ,5:50,350
Year 2014_Sunday,Retired,Hobbies and games,1:43,103
Year 2014_Sunday,Retired, Arts,0:46,46
Year 2014_Sunday,Retired, Collecting,,
Year 2014_Sunday,Retired, Computing,1:45,105
Year 2014_Sunday,Retired, Games,1:01,61
Year 2014_Sunday,Retired,Media,4:14,254
Year 2014_Sunday,Retired, Reading,1:23,83
Year 2014_Sunday,Retired," TV, video and dvd",3:35,215
Year 2014_Sunday,Retired," Listening to radio, music",0:25,25
Year 2014_Sunday,Retired,Travel,1:34,94
Year 2014_Sunday,Retired, Travel related to eating,1:09,69
Year 2014_Sunday,Retired, Travel to/from work,,
Year 2014_Sunday,Retired, Travel related to study,,
Year 2014_Sunday,Retired, Travel related to household care,1:00,60
Year 2014_Sunday,Retired, Travel related to voluntary work and meetings ,0:56,56
Year 2014_Sunday,Retired, Travel related to social life,1:09,69
Year 2014_Sunday,Retired, Travel related to sports,0:41,41
Year 2014_Sunday,Retired, Travel related to changing locality,1:00,60
Year 2014_Sunday,Employed in own household,Personal care,12:43,763
Year 2014_Sunday,Employed in own household,Sleep,9:26,566
Year 2014_Sunday,Employed in own household,Eating,2:11,131
Year 2014_Sunday,Employed in own household,Other personal care,1:06,66
Year 2014_Sunday,Employed in own household,Employment,1:40,100
Year 2014_Sunday,Employed in own household, Main job,,
Year 2014_Sunday,Employed in own household, Job seeking,,
Year 2014_Sunday,Employed in own household, Second job,1:40,100
Year 2014_Sunday,Employed in own household,Study,0:10,10
Year 2014_Sunday,Employed in own household, School or university,,
Year 2014_Sunday,Employed in own household, Homework,,
Year 2014_Sunday,Employed in own household, Free time study,0:10,10
Year 2014_Sunday,Employed in own household,Household and family care,4:48,288
Year 2014_Sunday,Employed in own household, Food management,1:53,113
Year 2014_Sunday,Employed in own household, Household upkeep,0:58,58
Year 2014_Sunday,Employed in own household, Making and care for textiles,1:13,73
Year 2014_Sunday,Employed in own household, Gardening and pet care,1:50,110
Year 2014_Sunday,Employed in own household, Construction and repairs,,
Year 2014_Sunday,Employed in own household, Shopping and services (excluding online services),1:27,87
Year 2014_Sunday,Employed in own household, Household management (excluding online services),0:49,49
Year 2014_Sunday,Employed in own household, Childcare (less than 17 years) ,2:04,124
Year 2014_Sunday,Employed in own household, Help to an adult household member ,0:20,20
Year 2014_Sunday,Employed in own household,Voluntary work and meetings,1:17,77
Year 2014_Sunday,Employed in own household, Organisational work ,2:12,132
Year 2014_Sunday,Employed in own household, Informal help to other households,0:38,38
Year 2014_Sunday,Employed in own household,Participatory activities,1:43,103
Year 2014_Sunday,Employed in own household,Social life and entertainment  ,1:49,109
Year 2014_Sunday,Employed in own household, Sociability,0:55,55
Year 2014_Sunday,Employed in own household, Visiting and receiving visitors,1:33,93
Year 2014_Sunday,Employed in own household, Culture,2:20,140
Year 2014_Sunday,Employed in own household, Entertainment ,1:37,97
Year 2014_Sunday,Employed in own household, Resting — Time out,0:47,47
Year 2014_Sunday,Employed in own household,Sports and outdoor activities ,1:51,111
